filer,filingYear,sourceName,address,cityAndState,amount,reimbursedAmount,onDate,throughDate,giftOrIncome,madeASpeechParticipatedInPanel,giftTravelDestination,otherDescription,formUrl,legislatorDigitalDemocracyUrl
John Laird,2021,Aker Offshore Wind,1000 N. Post Oak Rd. #220,"Houston, Texas 77055",,0,,,Gift,,boat tour from Aberdeen. Scotland,"Food/Travel for COP26
Offshore Wind Tour",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2d30116-f87e-4d39-a75b-1dd0b9996b2b.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",596.13,0,2021-04-22,2021-04-23,Gift,true,"SiIverado Hotel, Napa","CFEE's Energy Summit
roundtable policy discussions",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2d30116-f87e-4d39-a75b-1dd0b9996b2b.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2021,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",1067.91,0,2021-12-08,2021-12-09,Gift,true,"Palm Springs, CA","CFEE's Water Summit
Roundtable policy discussions",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2d30116-f87e-4d39-a75b-1dd0b9996b2b.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2021,Consumer Attorneys of California,"770 L Street, Suite 1200","Sacramento, CA 95814",420.34,0,2021-11-20,2021-11-21,Gift,true,"San Francisco, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2d30116-f87e-4d39-a75b-1dd0b9996b2b.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2021,Ocean Wind North America,50 Milk Street 16th Floor,"Boston, MA 02109",159.65,0,2021-11-10,,Gift,false,boat tour from Aberdeen. Scotland,"Food/Travel for COP26
Offshore Wind Tour",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2d30116-f87e-4d39-a75b-1dd0b9996b2b.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2021,Principle Power,5901 Christie Avenue #303,"Emeryville, CA 94608",159.65,0,2021-11-10,,Gift,false,boat tour from Aberdeen. Scotland,"Food/Travel for COP26
Offshore Wind Tour",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a2d30116-f87e-4d39-a75b-1dd0b9996b2b.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2022,California Foundation on the Environment and the Economy,"Pier 35, Suite 202 ","San Francisco, CA 94133 ",14996.57,0,2022-04-08,2022-04-16,Gift,false,Study Travel Project/Iceland,"Airfare, lodging, food and transportation ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/99a0b36c-bd34-408a-8a0c-bbf33fa9bce6.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2022,Energy Action Fund,55 2nd St #2400 ,"San Francisco, CA 94105 ",501.84,0,2022-07-27,2022-07-28,Gift,false,"Pacific Grove, CA","Lodging, food & beverage during California Climate Dialogue ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/99a0b36c-bd34-408a-8a0c-bbf33fa9bce6.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2022,New Energy Nexus,"436 14th Street, Suite 1220 ","Oakland, CA 94612 ",694,0,2022-08-04,2022-08-05,Gift,false,"Monterey, CA ","Lodging, food & beverage during 2022 Clean Energy Business Roundtable ",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/99a0b36c-bd34-408a-8a0c-bbf33fa9bce6.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2022,The Climate Registry,"600 Wilshire Blvd., Suite 202","Los Angeles, CA 90017",5000,0,2022-11-10,2022-11-05,Gift,false,"Sharm el Sheik, Egypt",Reimbursement for travel expenses to COP27 Climate Summit ,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/99a0b36c-bd34-408a-8a0c-bbf33fa9bce6.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,California Environmental Voters,"350 Frank H. Ogawa Plaza, Suite 1100","Oakland, CAQ 94612",974.39,0,2023-04-28,2023-04-29,Gift,,"Napa, CA",Lodging/meals for Climate Roundtable Summit,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,California Forestry Foundation,"500 Capitol Mall, Suite 2360","Sacramento, CA 95814",479.37,0,2023-05-18,2023-05-19,Gift,,"Mount Shasta, CA",Participated in Legislative Forest Tour,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,California Foundation on the Environment and the Economy,"Pier 35, Suite 202","San Francisco, CA 94133",1007.49,0,2023-02-09,2023-02-10,Gift,,"Napa, CA",Lodging & meals during Energy Policy Roundtable Discussion,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA 95814",11761.21,0,2023-03-31,2023-04-08,Gift,,Study tour to Denmark,"Airfare, lodging, meals, transportatio and cultural events",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA 95814",6211.18,0,2023-07-29,2023-08-04,Gift,,CA's Recycling Challenge Study Tour to British Columbia & Alberta,"Airfare, lodging, meals, transportation and cultural events.",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA 95814",860,0,2023-12-07,2023-12-08,Gift,,"Dana Point, CA","Lodging, meals & beverages during the water conference",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,Congress of Oaxaca,"Calle 14 Oriente #1 San Raymundo, 71248 Jalpan, Oaxaca. C.P. 71248","Oaxaca de Juarez, Mexico",443,0,2023-07-16,2023-07-19,Gift,,"Oaxaca, Mexico",Ground Transportation and two meals,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,Fundación Nueva Generación Argentina,"Bv. Orono 1231, Planta Alta","Rosario S2000KDB, Argentina",3814,0,2023-11-04,2023-11-13,Gift,,Argentina,"Accomodations, ground transportation, meals, cultural activities/commen. gifts",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
John Laird,2023,The Sierra Fund,"204 Provifence Mine Road, Suite 214","Nevada City, CA 95959",454.93,0,2023-10-18,2023-10-19,Gift,,"Oroville, Collins, Chester, Lake Almanor Greenville, Crescent Mills","Lodging, transportation & meals during Forest Resilience and Recovery Tour",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/76742623-7798-45d6-9e28-04b20b8d808d.pdf,https://digitaldemocracy.calmatters.org/legislators/john-laird-3108
Alex Lee,2022,Asian Pacific Islander Legislative Caucus Foundation (APILCF),"1017 L Street, #623","Sacramento, CA",778.95,0,2022-03-24,2022-03-25,Gift,,"Sonoma, CA","*$409.73 CTA, *$184.61 San Manuel Band of Indians, *$184.61 UFCW (Meals, Lodging)",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/145abcd5-4d6a-4fa9-adfd-b076bc3b47d4.pdf,https://digitaldemocracy.calmatters.org/legislators/alex-lee-162481
Alex Lee,2022,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, CA",18256.86,0,2022-11-11,2022-11-22,Gift,,Japan,"Study Tour, Meals,Transportation, Lodging, Airfare",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/145abcd5-4d6a-4fa9-adfd-b076bc3b47d4.pdf,https://digitaldemocracy.calmatters.org/legislators/alex-lee-162481
Alex Lee,2022,State Innovation Exchange (SIX),251 Kearny Street,"San Francisco, CA",645.88,0,2022-07-30,2022-07-31,Gift,,"Denver, CO",2-nights of Lodging,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/145abcd5-4d6a-4fa9-adfd-b076bc3b47d4.pdf,https://digitaldemocracy.calmatters.org/legislators/alex-lee-162481
Alex Lee,2022,The Council of State Government,1776 Avenue of the States,"Lexington, KY -",1554,0,2022-12-07,2022-12-10,Gift,,"Honolulu, HI","Meals, Receptions, & 2-nights of Lodging",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/145abcd5-4d6a-4fa9-adfd-b076bc3b47d4.pdf,https://digitaldemocracy.calmatters.org/legislators/alex-lee-162481
Alex Lee,2023,Council of State Governments,1776 Avenue of the States,"Lexington, KY 40511",1554,0,2023-12-06,2023-12-10,Gift,,Hawaii,"Meals, Lodging",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f3cd805b-1a06-4b29-9741-e163a6bd06d9.pdf,https://digitaldemocracy.calmatters.org/legislators/alex-lee-162481
Alex Lee,2023,ICEX Espana Exportacion e Inversiones,Paseo de la Castellana 278,28046 Madrid,389.47,0,2023-05-08,2023-05-12,Gift,,Spain,"Transportation, Meals",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f3cd805b-1a06-4b29-9741-e163a6bd06d9.pdf,https://digitaldemocracy.calmatters.org/legislators/alex-lee-162481
Alex Lee,2023,Smart Justice California,2500 Steiner Street #8,"San Francisco, CA 94115",1928.53,0,2023-02-02,2023-02-04,Gift,,San Diego,"3-nights Lodging, Meals, Transportation, Airfare",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f3cd805b-1a06-4b29-9741-e163a6bd06d9.pdf,https://digitaldemocracy.calmatters.org/legislators/alex-lee-162481
Monique Limón,2023,California Foundation on the Environment and the Economy,920 11th Street,"Sacramento, Ca",9839.69,0,2023-03-31,2023-04-07,Gift,true,"Denmark, Europe",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/09efb662-6352-4ad8-9d3f-611178dd7754.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Monique Limón,2023,California Latino Legislative Caucus Foundation,"777 S. Figueroa Street, Suite 4050","Los Angeles, Ca",3931.44,0,2023-03-03,2023-03-04,Gift,true,"Anaheim, Ca",Legislative Caucus Convening,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/09efb662-6352-4ad8-9d3f-611178dd7754.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Monique Limón,2023,California Life Sciences Association,"1201 K Street, Suite 1010","Sacramento, Ca",380.15,0,2023-02-28,2023-03-01,Gift,true,"Yountville, Ca",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/09efb662-6352-4ad8-9d3f-611178dd7754.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Monique Limón,2023,Senate Presidents' Forum,"579 Broadway, Wastings-on-Hudson","New York, NY",3335,0,2023-10-13,2023-10-18,Gift,,"Lisbon, Portugal",National State Senator Convening,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/09efb662-6352-4ad8-9d3f-611178dd7754.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Monique Limón,2023,The Climate Registry,"600 Wilshire Blvd, Ste 202","Los Angeles, Ca",1509.91,0,2023-09-19,2023-09-21,Gift,true,"New York, New York",New York Climate Week,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/09efb662-6352-4ad8-9d3f-611178dd7754.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Monique Limón,2023,The Climate Registry,"600 Wilshire Blvd, Ste 202","Los Angeles, Ca",6516,0,2023-11-30,2023-12-06,Gift,true,"Dubai, United Arab Emirates",United Nations COP Conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/09efb662-6352-4ad8-9d3f-611178dd7754.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Sonya Limón,2021,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA",1250.29,0,2021-08-05,2021-08-06,Gift,false,"Napa, CA",attend a conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6cd003e5-44f4-4050-b2aa-d5de787da2ad.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Sonya Limón,2021,NALEO Education Fund,"1122 W. Washington Blvd., 3rd. Floor","Los Angeles, CA",660.33,0,2021-10-28,2021-10-29,Gift,false,"Manhattan Beach, CA",attend a conference,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6cd003e5-44f4-4050-b2aa-d5de787da2ad.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Sonya Limón,2022,California Latino Legislative Caucus Foundation,"777 S. Figueroa Street, Suite 4050 ","Los Angeles, CA 90017",2488.08,0,2022-03-18,2022-03-19,Gift,false,"Anaheim, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1f8616a4-3d91-4ee1-aef0-6b208593390e.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Sonya Limón,2022,New South Wales Parliament,"Parliament House, Macquarie Street Sydney NSW",2000 Australia ,1041,0,2022-12-08,2022-12-12,Gift,false,"New South Wales, Australia ","Ground transportation, meals and cultural activities",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1f8616a4-3d91-4ee1-aef0-6b208593390e.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Sonya Limón,2022,New Zealand Parliament,"Parliament Buildings, Molesworth Street, Wellington","6160, New Zealand ",61.4,0,2022-12-14,2022-12-14,Gift,false,"Wellington, New Zealand",Meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1f8616a4-3d91-4ee1-aef0-6b208593390e.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Sonya Limón,2022,University of Notre Dame,2040 Nanovic Hall ,"Notre Dame, IN 46556 ",2988.25,0,2022-09-15,2022-09-18,Gift,true,"Notre Dame, IN ",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1f8616a4-3d91-4ee1-aef0-6b208593390e.pdf,https://digitaldemocracy.calmatters.org/legislators/monique-limon-13069
Evan Low,2021,Asian American Pacific Leadership Foundation,"330 Cordova St., Suite 158","Pasadena, CA 91101",902,0,2021-11-04,2021-11-05,Gift,true,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/15afae73-4ceb-4bb9-8211-84f1984cc92a.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2021,California Chamber of Commerce,"1215 K Street, 14th Floor","Sacramento, CA",940.37,0,2021-10-26,2021-10-27,Gift,true,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/15afae73-4ceb-4bb9-8211-84f1984cc92a.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2021,Foundation for California's Technology and Innovation Economy,"777 S. Figueroa Street, Suite 4050","Los Angeles, CA",1250.29,0,2021-08-06,2021-08-07,Gift,true,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/15afae73-4ceb-4bb9-8211-84f1984cc92a.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2022,California Latino Legislative Caucus Foundation,"777 S Figueroa Street, Suite 4050 ","Los Angeles, CA 90017",16322,0,2022-07-05,2022-07-13,Gift,false,Israel,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1908f17a-e362-443e-8328-4a85256f748f.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2022,California Manufacturers and Technology Association,"1121 L Street, Suite 700","Sacramento, CA 95814 ",400.64,0,2022-02-10,2022-02-11,Gift,true,"Los Angeles, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1908f17a-e362-443e-8328-4a85256f748f.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2022,California Physical Therapy Political Action Committee,1990 Del Paso Road,"Sacramento, CA 95834 ",644.2,0,2022-09-24,2022-09-25,Gift,true,"Santa Ana, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1908f17a-e362-443e-8328-4a85256f748f.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2022,Foundation for California's Technology and Innovation Economy,"777 S Figueroa Street, Suite 4050 ","Los Angeles, CA 90017",1630,0,2022-08-04,2022-08-05,Gift,false,"Napa, CA",,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1908f17a-e362-443e-8328-4a85256f748f.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2022,Governor's Cup Foundation,PO Box 1308 ,"Woodland, CA 95776",3973.2,0,2022-07-14,2022-07-16,Gift,true,Pebble Beach Resort,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1908f17a-e362-443e-8328-4a85256f748f.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2023,Asian Pacific Islander Legislative Caucus Foundation,"187 Tribute Road, Ste 201","Sacramento CA, 95814",788.78,0,2023-01-26,2023-01-27,Gift,,"Sausalito, CA",Travel related to policy discussion.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fd102197-94b5-4d1d-935f-4d5d6a9b21f1.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2023,Foundation for California's Technology and Innovation Economy,"777 S Figueroa Street, Suite 4050","Los Angeles, CA 90017",1314,0,2023-11-09,2023-11-10,Gift,,"Napa, CA",Travel related to Technology Policy.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fd102197-94b5-4d1d-935f-4d5d6a9b21f1.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2023,JK Irwin Foundation,2500 Steiner Street #8,"San Francisco, CA 94115",514.48,0,2023-02-02,2023-02-03,Gift,,"San Diego, CA","*Tides Advocacy/Smart Justice California, EIN 94-3153687, acting as an intermediary on behalf of JK Irwin Foundation for this gift of travel.",https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fd102197-94b5-4d1d-935f-4d5d6a9b21f1.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Evan Low,2023,Korea: Ministry of Foreign Affairs of the Republic of Korea,"60, Sajik-ro gil, Jongo-gu","Seoul, Republic of Korea (South Korea) (post code 03172)",24706.75,0,2023-10-08,2023-10-15,Gift,,"Seoul, Korea",Travel related to educational visit.,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fd102197-94b5-4d1d-935f-4d5d6a9b21f1.pdf,https://digitaldemocracy.calmatters.org/legislators/evan-low-11
Josh Lowenthal,2023,California Center for Construction Education,265 Hegenberger Rd,"Oakland, CA 94621",545,0,2023-01-30,2023-01-31,Gift,,"Las Vegas, NV",Tour of apprentice program,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/18fdabf2-36ac-490f-81ea-791cd5beb3f4.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-lowenthal-164206
